1.721535808293094742e+05;2.246815541676688355e+01
1.433837128669015947e+05;2.102082976811302828e+01
1.650510755269190995e+05;1.959742634653228066e+01
1.614928316449354752e+05;2.125469451940001164e+01
1.588806300973546167e+05;2.068839704678418911e+01
1.631679776875502721e+05;2.344367221559449632e+01
1.491870590828466520e+05;2.309414562393548209e+01
1.611240170892608876e+05;2.192787269363076774e+01
1.474716936697038473e+05;2.130787122486734475e+01
1.736830858063801134e+05;1.887798769639952212e+01
1.390604329814352095e+05;1.755085287617225731e+01
1.614984174280198058e+05;2.580753212939226771e+01
1.700746283221085323e+05;2.438284189458572726e+01
1.598292079463667178e+05;2.383359022215722334e+01
1.561252359083564952e+05;2.226400583768934993e+01
1.561645439012786082e+05;1.993897943975911602e+01
1.601647987456138071e+05;2.008531343811539926e+01
1.719224465966490679e+05;2.142762402643625919e+01
1.628398156705377623e+05;2.036233279379901262e+01
1.714024384255658370e+05;1.957365846396765718e+01
1.654400313002774201e+05;2.033585368509033131e+01
1.494433821903887729e+05;2.005892303420077027e+01
1.507918043653147470e+05;2.061220219054904845e+01
1.554463133273799322e+05;2.166193734059651632e+01
1.644892424845805508e+05;2.074275695251603224e+01
1.585786624198524223e+05;2.161578587557794151e+01
1.534389250746872858e+05;2.245391750782328089e+01
1.672599631718408491e+05;2.144475906262503173e+01
1.827847524368596496e+05;2.287251534299093336e+01
1.577149910760726780e+05;2.031323657368559310e+01
1.565158932285733754e+05;2.003413966878033747e+01
1.701255673191130627e+05;1.964197740702664419e+01
1.580264939498448221e+05;1.997900530597109636e+01
1.692995443560969434e+05;1.820048540952328509e+01
1.552127239564578922e+05;2.079378608564629616e+01
1.620312799989265332e+05;2.195940327131350855e+01
1.566798168647090788e+05;2.301574238296895203e+01
1.619852535761316249e+05;2.597289958083927885e+01
1.437545009163821233e+05;2.227879879398729912e+01
1.483863904128699214e+05;1.944157983262558531e+01
1.786885617022716033e+05;2.452722576464867643e+01
1.402758609819028061e+05;2.059205006976407404e+01
1.581792373109022737e+05;1.677417325100686440e+01
1.583494106746267644e+05;2.182427990213355429e+01
1.610103672391946893e+05;1.704880992848795884e+01
1.699147981358407997e+05;2.152668542126605189e+01
1.582185954930902517e+05;1.952981154647467577e+01
1.659573059532126936e+05;2.287413577092890549e+01
1.540167843996594893e+05;2.121677269314910674e+01
1.671077020146369468e+05;1.712857322796706327e+01
6.472228438793185342e+04;4.655621053184354707e+01
7.250770940615166910e+04;4.481643095970600399e+01
7.099153850702919590e+04;4.731312488172077479e+01
8.101968158393766498e+04;4.404216981118308638e+01
7.688078428474097745e+04;4.467509316070642456e+01
9.799463309579480847e+04;4.413799418666011576e+01
7.082308946305041900e+04;4.491894382724247237e+01
6.956111467422117130e+04;4.589891599980632009e+01
7.668187023737441632e+04;4.237956616804586929e+01
6.822024342082541261e+04;4.297581257189455073e+01
8.631343029828947328e+04;5.054735782780041120e+01
8.778369933177650091e+04;4.630917389437982479e+01
8.417653810876267380e+04;4.595032819771692800e+01
9.051854328120422724e+04;4.695248688134434190e+01
7.165191059867409058e+04;4.335760527480987747e+01
6.755175099413633870e+04;4.624436870679546985e+01
6.169301722904076451e+04;4.517312139087847100e+01
8.735064013599684404e+04;4.567532708556380072e+01
9.380523449731519213e+04;4.851103886501390150e+01
7.107508289991550555e+04;4.289808651746545820e+01
7.347096378412710328e+04;4.465513298341340942e+01
7.772890789607472834e+04;4.884552361196838888e+01
6.272033668417748413e+04;4.483925176996783790e+01
7.727487653173647413e+04;4.788665400984127274e+01
7.905852115039994533e+04;4.644530294606547471e+01
8.739687127008072275e+04;4.660373829817403646e+01
7.158133519118650293e+04;4.573127796398949840e+01
6.688066256574967701e+04;4.671003733874653108e+01
8.337638112582272151e+04;3.965751412155519517e+01
8.613286553993177949e+04;4.550366621751227569e+01
7.856026156040997012e+04;4.694145568712672656e+01
5.100034374679507891e+04;4.322484904075042778e+01
7.062036541504296474e+04;4.403392612174257437e+01
7.669310484402238217e+04;4.458688781873495799e+01
5.684066506487866718e+04;4.684130228867456225e+01
8.495267077655460162e+04;4.674541271644969243e+01
6.682338266815071984e+04;4.509498870656911151e+01
7.943565769937956065e+04;4.682310576413864567e+01
8.401998842266954307e+04;4.502785564889757097e+01
5.974257188487896929e+04;4.425881411443737790e+01
7.929022512953006662e+04;4.710465647124930655e+01
9.620187342465325492e+04;4.585107050406642770e+01
7.639752223907121515e+04;4.526211001838632342e+01
6.989408175993038458e+04;4.718025804442869031e+01
7.748615317445981782e+04;4.520214869223458720e+01
6.315440319683282723e+04;4.537056800665718015e+01
7.004155518335728266e+04;4.812705512709660383e+01
8.342263781817318522e+04;4.357208627912267218e+01
8.562306072046248300e+04;4.447275403710192876e+01
7.528275200513188611e+04;4.802219541161726823e+01
